district,case_number,date,party,fine,n_fines,days_since_covid,case_type
TULSA,CF-2020-02428,2020-06-18,18197421,100,1,94,CF
TULSA,CF-2020-02431,2020-07-01,15466313,600,1,107,CF
TULSA,CF-2020-02433,2021-04-19,14397514,225,3,399,CF
TULSA,CF-2020-02437,2022-03-24,12323203,600,1,738,CF
TULSA,CF-2020-02442,2021-07-26,16767664,300,1,497,CF
TULSA,CF-2020-02450,2020-08-28,15171071,400,2,165,CF
TULSA,CF-2020-02451,2021-01-25,15774288,1000,2,315,CF
TULSA,CF-2020-02452,2020-07-10,496210,750,2,116,CF
TULSA,CF-2020-02461,2020-07-22,16807692,100,1,128,CF
TULSA,CF-2020-02474,2021-05-04,9783586,500,1,414,CF
TULSA,CF-2020-02475,2020-11-23,532391,500,1,252,CF
TULSA,CF-2020-02476,2020-07-10,18156441,500,1,116,CF
TULSA,CF-2020-02481,2020-12-31,12905282,260,3,290,CF
TULSA,CF-2020-02488,2020-09-28,18200383,900,3,196,CF
TULSA,CF-2020-02490,2021-01-13,11101091,500,1,303,CF
TULSA,CF-2020-02494,2021-03-11,14908352,150,1,360,CF
TULSA,CF-2020-02501,2020-10-02,13276702,500,1,200,CF
TULSA,CF-2020-02502,2020-10-30,17874430,960,5,228,CF
TULSA,CF-2020-02507,2020-08-11,8703137,600,1,148,CF
TULSA,CF-2020-02508,2020-07-24,18170060,500,1,130,CF
TULSA,CF-2020-02512,2021-07-09,8639716,1500,3,480,CF
TULSA,CF-2020-02514,2020-07-08,18200862,600,4,114,CF
TULSA,CF-2020-02522,2020-07-31,18221440,700,3,137,CF
TULSA,CF-2020-02524,2020-07-22,18200952,600,1,128,CF
TULSA,CF-2020-02525,2020-10-29,6439381,800,3,227,CF
TULSA,CF-2020-02527,2020-07-10,17087496,1000,2,116,CF
TULSA,CF-2020-02528,2020-07-09,16217342,500,1,115,CF
TULSA,CF-2020-02530,2021-04-05,18201518,80,3,385,CF
TULSA,CF-2020-02548,2021-04-23,13260143,500,1,403,CF
TULSA,CF-2020-02552,2022-08-30,17473460,600,1,897,CF
TULSA,CF-2020-02554,2020-07-15,11774426,900,2,121,CF
TULSA,CF-2020-02555,2021-03-22,16418705,600,1,371,CF
TULSA,CF-2020-02556,2022-03-31,18202086,50,1,745,CF
TULSA,CF-2020-02565,2020-10-02,18202184,300,2,200,CF
TULSA,CF-2020-02569,2020-07-09,16946676,10,1,115,CF
TULSA,CF-2020-02573,2022-08-25,18202983,1015,5,892,CF
TULSA,CF-2020-02578,2022-05-23,18203219,100,1,798,CF
TULSA,CF-2020-02584,2020-07-17,18203536,500,1,123,CF
TULSA,CF-2020-02585,2022-06-01,14202827,600,1,807,CF
TULSA,CF-2020-02588,2020-07-23,14026153,300,1,129,CF
TULSA,CF-2020-02594,2020-07-09,18203802,600,1,115,CF
TULSA,CF-2020-02594,2020-07-09,18203803,600,1,115,CF
TULSA,CF-2020-02608,2022-03-07,18205363,750,3,721,CF
TULSA,CF-2020-02610,2020-09-22,17577875,1200,4,190,CF
TULSA,CF-2020-02611,2020-09-01,13673767,500,1,169,CF
TULSA,CF-2020-02612,2020-09-01,18205441,1000,1,169,CF
TULSA,CF-2020-02620,2022-05-06,9429063,250,1,781,CF
TULSA,CF-2020-02621,2020-09-21,6550869,450,4,189,CF
TULSA,CF-2020-02625,2020-07-17,10005977,300,1,123,CF
TULSA,CF-2020-02626,2022-02-17,18206374,1000,2,703,CF
TULSA,CF-2020-02628,2020-07-08,6462522,10,1,114,CF
TULSA,CF-2020-02629,2020-10-09,17177104,800,4,207,CF
TULSA,CF-2020-02633,2022-09-09,18126473,500,1,907,CF
TULSA,CF-2020-02641,2020-11-17,17812253,400,3,246,CF
TULSA,CF-2020-02642,2020-07-09,17293750,50,1,115,CF
TULSA,CF-2020-02643,2020-09-24,18207733,5,1,192,CF
TULSA,CF-2020-02647,2020-07-13,18208014,750,2,119,CF
TULSA,CF-2020-02658,2021-10-11,17287214,100,1,574,CF
TULSA,CF-2020-02659,2021-01-27,18208831,1000,2,317,CF
TULSA,CF-2020-02669,2020-11-12,17767978,750,2,241,CF
TULSA,CF-2020-02670,2020-11-12,17767978,1200,2,241,CF
TULSA,CF-2020-02671,2021-06-08,14747796,100,1,449,CF
TULSA,CF-2020-02675,2021-02-04,14760080,600,1,325,CF
TULSA,CF-2020-02680,2021-05-06,18210143,250,1,416,CF
TULSA,CF-2020-02681,2021-02-22,14726246,500,1,343,CF
TULSA,CF-2020-02682,2020-07-08,18210157,770,6,114,CF
TULSA,CF-2020-02686,2020-10-02,14098919,550,2,200,CF
TULSA,CF-2020-02690,2020-10-08,18210362,10,2,206,CF
TULSA,CF-2020-02692,2021-09-09,9105609,250,1,542,CF
TULSA,CF-2020-02694,2020-09-23,18210788,600,1,191,CF
TULSA,CF-2020-02696,2021-12-13,16417574,600,1,637,CF
TULSA,CF-2020-02697,2021-04-15,7507097,500,1,395,CF
TULSA,CF-2020-02698,2020-10-09,18212012,50,1,207,CF
TULSA,CF-2020-02699,2020-07-17,18135495,600,1,123,CF
TULSA,CF-2020-02704,2020-10-06,12174408,35,1,204,CF
TULSA,CF-2020-02707,2021-09-27,9299760,200,2,560,CF
TULSA,CF-2020-02709,2022-01-19,18190439,300,1,674,CF
TULSA,CF-2020-02714,2020-11-06,15452664,900,2,235,CF
TULSA,CF-2020-02720,2020-10-21,12788423,500,1,219,CF
TULSA,CF-2020-02725,2020-08-04,12699505,150,1,141,CF
TULSA,CF-2020-02737,2021-12-20,6442702,1350,3,644,CF
TULSA,CF-2020-02741,2021-02-05,9999352,100,1,326,CF
TULSA,CF-2020-02743,2020-07-08,18214568,250,1,114,CF
TULSA,CF-2020-02751,2020-07-24,14611291,900,3,130,CF
TULSA,CF-2020-02756,2020-10-29,18215299,400,2,227,CF
TULSA,CF-2020-02757,2022-04-14,15105373,250,1,759,CF
TULSA,CF-2020-02758,2021-02-03,18215412,780,5,324,CF
TULSA,CF-2020-02761,2020-07-24,18170060,500,1,130,CF
TULSA,CF-2020-02762,2020-07-20,18215553,500,1,126,CF
TULSA,CF-2020-02763,2020-08-25,17760784,100,1,162,CF
TULSA,CF-2020-02778,2021-06-10,16157737,1000,2,451,CF
TULSA,CF-2020-02780,2020-12-15,18216068,900,3,274,CF
TULSA,CF-2020-02781,2020-11-10,12224808,500,1,239,CF
TULSA,CF-2020-02784,2020-07-24,18182229,450,3,130,CF
TULSA,CF-2020-02785,2021-04-29,15327085,100,1,409,CF
TULSA,CF-2020-02787,2020-07-24,18216201,600,1,130,CF
TULSA,CF-2020-02792,2020-08-24,7376422,600,1,161,CF
TULSA,CF-2020-02796,2021-06-09,17691925,5600,2,450,CF
TULSA,CF-2020-02797,2020-08-20,18217356,500,1,157,CF
TULSA,CF-2020-02798,2020-09-01,18217366,50,1,169,CF
TULSA,CF-2020-02799,2020-07-24,12823498,700,3,130,CF
TULSA,CF-2020-02802,2021-03-09,8791156,800,2,358,CF
TULSA,CF-2020-02806,2020-10-13,18217604,600,1,211,CF
TULSA,CF-2020-02807,2021-07-26,17342232,600,1,497,CF
TULSA,CF-2020-02807,2021-07-26,17880712,600,1,497,CF
TULSA,CF-2020-02811,2020-07-30,18217772,1800,3,136,CF
TULSA,CF-2020-02812,2020-12-16,18212217,5000,1,275,CF
TULSA,CF-2020-02816,2020-07-22,16807692,400,4,128,CF
TULSA,CF-2020-02817,2020-11-17,10292292,300,1,246,CF
TULSA,CF-2020-02819,2021-08-19,18064683,1000,2,521,CF
TULSA,CF-2020-02821,2020-11-30,14331673,105,2,259,CF
TULSA,CF-2020-02826,2021-02-12,14959845,650,2,333,CF
TULSA,CF-2020-02833,2021-01-14,18220066,750,3,304,CF
TULSA,CF-2020-02836,2022-01-13,12206265,250,1,668,CF
TULSA,CF-2020-02844,2020-10-26,12521084,250,1,224,CF
TULSA,CF-2020-02845,2020-11-12,452947,600,2,241,CF
TULSA,CF-2020-02847,2020-07-15,18220826,400,3,121,CF
TULSA,CF-2020-02848,2021-06-07,6443686,100,1,448,CF
TULSA,CF-2020-02852,2021-08-27,10420129,100,1,529,CF
TULSA,CF-2020-02853,2020-10-20,10184041,600,1,218,CF
TULSA,CF-2020-02856,2022-06-27,17712108,600,1,833,CF
TULSA,CF-2020-02857,2021-04-19,14397514,400,4,399,CF
TULSA,CF-2020-02858,2021-04-19,14397514,550,7,399,CF
TULSA,CF-2020-02860,2020-09-02,17063296,705,3,170,CF
TULSA,CF-2020-02870,2022-05-25,16358659,200,2,800,CF
TULSA,CF-2020-02872,2020-07-20,9934818,300,1,126,CF
TULSA,CF-2020-02874,2020-07-16,18223372,600,1,122,CF
TULSA,CF-2020-02875,2020-07-17,12192207,10,1,123,CF
TULSA,CF-2020-02884,2020-07-22,18224314,600,2,128,CF
TULSA,CF-2020-02889,2022-05-13,16509516,30500,4,788,CF
TULSA,CF-2020-02891,2020-07-23,18225781,10,1,129,CF
TULSA,CF-2020-02892,2021-04-19,14397514,200,2,399,CF
TULSA,CF-2020-02895,2020-07-10,15597350,500,1,116,CF
TULSA,CF-2020-02900,2021-01-13,18225855,5,1,303,CF
TULSA,CF-2020-02901,2020-07-22,16807692,300,3,128,CF
TULSA,CF-2020-02902,2022-08-08,16432047,800,2,875,CF
TULSA,CF-2020-02903,2020-07-23,17909269,75,1,129,CF
TULSA,CF-2020-02909,2021-04-19,14397514,200,2,399,CF
TULSA,CF-2020-02910,2021-08-03,9463530,600,1,505,CF
TULSA,CF-2020-02919,2020-07-29,18227338,200,1,135,CF
TULSA,CF-2020-02921,2020-09-29,521833,600,1,197,CF
TULSA,CF-2020-02923,2020-08-25,5514992,100,1,162,CF
TULSA,CF-2020-02932,2020-08-12,13283675,250,1,149,CF
TULSA,CF-2020-02933,2020-08-03,18227807,900,2,140,CF
TULSA,CF-2020-02934,2020-10-06,13226637,800,4,204,CF
TULSA,CF-2020-02937,2020-08-14,448016,1050,3,151,CF
TULSA,CF-2020-02938,2020-07-13,14499306,10,2,119,CF
TULSA,CF-2020-02940,2020-10-13,18227963,500,1,211,CF
TULSA,CF-2020-02942,2021-02-23,14063275,1000,2,344,CF
TULSA,CF-2020-02947,2021-07-21,18228592,500,1,492,CF
TULSA,CF-2020-02949,2021-06-22,18228666,800,3,463,CF
TULSA,CF-2020-02950,2021-01-28,17209101,500,1,318,CF
TULSA,CF-2020-02951,2021-10-27,15399254,800,2,590,CF
TULSA,CF-2020-02955,2020-08-31,18229196,550,2,168,CF
TULSA,CF-2020-02965,2021-10-29,18229640,400,3,592,CF
TULSA,CF-2020-02968,2021-04-19,14397514,100,1,399,CF
TULSA,CF-2020-02969,2021-01-20,6981316,310,2,310,CF
TULSA,CF-2020-02972,2021-12-15,13132128,10,2,639,CF
TULSA,CF-2020-02973,2021-04-09,11067561,6000,2,389,CF
TULSA,CF-2020-02978,2022-07-20,15545793,55,2,856,CF
TULSA,CF-2020-02979,2020-07-29,18230185,500,1,135,CF
TULSA,CF-2020-02980,2020-11-03,18230230,50,1,232,CF
TULSA,CF-2020-02991,2022-07-26,7526610,500,1,862,CF
TULSA,CF-2020-02993,2021-03-09,567637,830,5,358,CF
TULSA,CF-2020-02998,2020-12-07,16341946,300,2,266,CF
TULSA,CF-2020-03000,2021-04-26,18232765,175,1,406,CF
TULSA,CF-2020-03001,2022-03-24,12323203,600,1,738,CF
TULSA,CF-2020-03019,2020-08-21,18233138,150,1,158,CF
TULSA,CF-2020-03021,2022-07-26,7526610,1500,3,862,CF
TULSA,CF-2020-03023,2020-07-30,10235013,600,1,136,CF
TULSA,CF-2020-03026,2020-07-29,18233539,300,3,135,CF
TULSA,CF-2020-03031,2020-08-14,18213759,400,3,151,CF
TULSA,CF-2020-03033,2021-12-20,15958274,500,1,644,CF
TULSA,CF-2020-03037,2022-06-03,18233822,500,1,809,CF
TULSA,CF-2020-03038,2020-07-29,17928883,600,2,135,CF
TULSA,CF-2020-03039,2020-09-17,18234133,600,1,185,CF
TULSA,CF-2020-03040,2020-10-06,16118284,1250,4,204,CF
TULSA,CF-2020-03041,2021-02-23,18234158,20000,2,344,CF
TULSA,CF-2020-03043,2020-11-04,17644600,400,2,233,CF
TULSA,CF-2020-03049,2020-07-29,11401190,500,1,135,CF
TULSA,CF-2020-03053,2020-08-21,524282,750,2,158,CF
TULSA,CF-2020-03054,2020-10-07,18235862,10000,1,205,CF
TULSA,CF-2020-03054,2021-10-19,18235841,10000,1,582,CF
TULSA,CF-2020-03058,2021-02-04,18235940,300,1,325,CF
TULSA,CF-2020-03066,2021-06-21,447138,500,1,462,CF
TULSA,CF-2020-03081,2020-12-22,18237359,500,1,281,CF
TULSA,CF-2020-03081,2020-12-22,18237364,500,1,281,CF
TULSA,CF-2020-03087,2020-08-17,16447258,1200,2,154,CF
TULSA,CF-2020-03091,2020-09-08,14761863,500,1,176,CF
TULSA,CF-2020-03092,2021-11-08,524565,750,3,602,CF
TULSA,CF-2020-03094,2021-10-21,18237786,1200,2,584,CF
TULSA,CF-2020-03096,2022-03-21,15138525,500,1,735,CF
TULSA,CF-2020-03097,2020-08-05,15020605,400,3,142,CF
TULSA,CF-2020-03099,2020-08-07,12328265,1200,2,144,CF
TULSA,CF-2020-03101,2020-08-21,18238225,300,1,158,CF
TULSA,CF-2020-03102,2020-09-29,17679168,900,3,197,CF
TULSA,CF-2020-03106,2021-06-28,18239470,1000,2,469,CF
TULSA,CF-2020-03108,2021-07-30,17851766,150,1,501,CF
TULSA,CF-2020-03109,2020-08-05,18239911,110,2,142,CF
TULSA,CF-2020-03110,2021-04-01,14959910,500,1,381,CF
TULSA,CF-2020-03115,2021-08-13,12577937,750,2,515,CF
TULSA,CF-2020-03118,2021-04-20,17859733,450,3,400,CF
TULSA,CF-2020-03121,2021-08-19,16967422,610,2,521,CF
TULSA,CF-2020-03124,2020-09-30,17968941,200,1,198,CF
TULSA,CF-2020-03129,2021-07-26,16767664,300,1,497,CF
TULSA,CF-2020-03133,2020-08-11,17265097,500,2,148,CF
TULSA,CF-2020-03137,2020-08-06,17963044,500,1,143,CF
TULSA,CF-2020-03138,2020-10-06,18242363,500,1,204,CF
TULSA,CF-2020-03142,2020-08-17,17937193,50,1,154,CF
TULSA,CF-2020-03149,2020-11-19,18242728,800,2,248,CF
TULSA,CF-2020-03151,2020-08-28,15442553,150,1,165,CF
TULSA,CF-2020-03155,2020-08-28,18243176,800,3,165,CF
TULSA,CF-2020-03156,2020-09-21,11494092,1800,3,189,CF
TULSA,CF-2020-03161,2021-03-19,11524256,320,4,368,CF
TULSA,CF-2020-03162,2021-05-14,575427,1500,3,424,CF
TULSA,CF-2020-03167,2020-09-03,16435860,750,2,171,CF
TULSA,CF-2020-03169,2021-09-08,571254,500,1,541,CF
TULSA,CF-2020-03172,2020-08-10,18170409,600,1,147,CF
TULSA,CF-2020-03177,2021-03-08,18244569,1810,4,357,CF
TULSA,CF-2020-03178,2021-08-17,18202957,2250,5,519,CF
TULSA,CF-2020-03183,2020-08-25,14007099,115,3,162,CF
TULSA,CF-2020-03186,2020-08-12,6440176,700,3,149,CF
TULSA,CF-2020-03187,2020-11-09,6467072,600,1,238,CF
TULSA,CF-2020-03189,2020-08-24,12103586,800,3,161,CF
TULSA,CF-2020-03202,2021-07-07,18245157,205,1,478,CF
TULSA,CF-2020-03205,2021-08-17,18245328,150,1,519,CF
TULSA,CF-2020-03208,2020-09-11,17033849,800,3,179,CF
TULSA,CF-2020-03210,2021-03-01,18263037,600,1,350,CF
TULSA,CF-2020-03216,2020-08-12,18246737,300,1,149,CF
TULSA,CF-2020-03219,2020-09-17,18247692,300,2,185,CF
TULSA,CF-2020-03219,2020-10-21,16336620,1000,1,219,CF
TULSA,CF-2020-03224,2021-11-16,12148723,300,1,610,CF
TULSA,CF-2020-03225,2021-01-28,18247857,100,1,318,CF
TULSA,CF-2020-03227,2020-08-20,18247979,150,1,157,CF
TULSA,CF-2020-03233,2020-09-11,13367036,900,2,179,CF
TULSA,CF-2020-03240,2022-01-18,11047005,500,1,673,CF
TULSA,CF-2020-03241,2020-09-29,18249065,550,2,197,CF
TULSA,CF-2020-03248,2020-09-01,14016687,750,4,169,CF
TULSA,CF-2020-03249,2020-09-04,13144560,770,8,172,CF
TULSA,CF-2020-03255,2020-08-27,15698374,310,2,164,CF
TULSA,CF-2020-03257,2020-12-03,18021051,600,1,262,CF
TULSA,CF-2020-03258,2020-08-24,11631777,600,1,161,CF
TULSA,CF-2020-03259,2021-06-04,18250218,1000,2,445,CF
TULSA,CF-2020-03260,2020-11-16,18250341,600,1,245,CF
TULSA,CF-2020-03262,2020-10-05,18250575,500,1,203,CF
TULSA,CF-2020-03263,2021-05-06,18250579,250,1,416,CF
TULSA,CF-2020-03265,2020-10-19,18250592,100,1,217,CF
TULSA,CF-2020-03268,2020-10-02,17954023,800,2,200,CF
TULSA,CF-2020-03275,2021-07-12,13527130,1100,4,483,CF
TULSA,CF-2020-03277,2020-12-07,18251404,915,4,266,CF
TULSA,CF-2020-03278,2020-08-20,15897102,1200,2,157,CF
TULSA,CF-2020-03280,2021-04-22,6520655,450,2,402,CF
TULSA,CF-2020-03285,2020-11-05,18252163,105,2,234,CF
TULSA,CF-2020-03291,2020-09-11,18252442,800,3,179,CF
TULSA,CF-2020-03294,2020-08-26,17774614,250,1,163,CF
TULSA,CF-2020-03305,2022-03-04,9786445,500,1,718,CF
TULSA,CF-2020-03309,2021-02-24,15159395,650,2,345,CF
TULSA,CF-2020-03310,2020-08-28,11125012,50,1,165,CF
TULSA,CF-2020-03311,2020-11-23,18254185,20,3,252,CF
TULSA,CF-2020-03317,2020-10-16,18254615,150,1,214,CF
TULSA,CF-2020-03323,2020-08-20,15897102,600,1,157,CF
TULSA,CF-2020-03325,2020-09-15,18254774,1200,2,183,CF
TULSA,CF-2020-03332,2020-10-19,15216226,500,1,217,CF
TULSA,CF-2020-03333,2020-09-18,18255076,1500,4,186,CF
TULSA,CF-2020-03342,2020-10-20,17436851,400,2,218,CF
TULSA,CF-2020-03346,2022-01-13,562100,500,1,668,CF
TULSA,CF-2020-03347,2021-01-11,16019355,2300,5,301,CF
TULSA,CF-2020-03357,2020-09-11,14533913,600,1,179,CF
TULSA,CF-2020-03360,2020-08-27,18256936,1200,2,164,CF
TULSA,CF-2020-03363,2020-10-01,16560763,1000,1,199,CF
TULSA,CF-2020-03369,2020-09-21,17698416,1000,2,189,CF
TULSA,CF-2020-03370,2020-10-26,17874263,135,5,224,CF
TULSA,CF-2020-03379,2020-10-09,15642480,300,2,207,CF
TULSA,CF-2020-03380,2021-10-22,18085183,300,2,585,CF
TULSA,CF-2020-03382,2020-08-19,6454015,600,1,156,CF
TULSA,CF-2020-03384,2020-08-31,18257902,1200,7,168,CF
TULSA,CF-2020-03385,2021-04-09,11067561,5000,1,389,CF
TULSA,CF-2020-03387,2022-01-03,18117483,100,1,658,CF
TULSA,CF-2020-03388,2022-06-17,13246841,500,1,823,CF
TULSA,CF-2020-03393,2021-08-19,16967422,620,3,521,CF
TULSA,CF-2020-03395,2021-03-08,16306066,5160,3,357,CF
TULSA,CF-2020-03396,2021-03-12,18258569,150,3,361,CF
TULSA,CF-2020-03397,2020-11-04,15817788,5,1,233,CF
TULSA,CF-2020-03398,2021-01-15,18258785,600,1,305,CF
TULSA,CF-2020-03399,2020-09-10,18258799,150,1,178,CF
TULSA,CF-2020-03404,2021-12-02,18259305,12000,3,626,CF
TULSA,CF-2020-03405,2021-10-11,16465212,10000,1,574,CF
TULSA,CF-2020-03413,2021-11-05,14498060,800,3,599,CF
TULSA,CF-2020-03420,2020-10-02,18261269,1500,5,200,CF
TULSA,CF-2020-03428,2021-05-21,434473,100,1,431,CF
TULSA,CF-2020-03432,2021-10-25,18262180,600,1,588,CF
TULSA,CF-2020-03440,2022-06-22,18262711,100,1,828,CF
TULSA,CF-2020-03442,2020-08-26,15432230,200,1,163,CF
TULSA,CF-2020-03443,2021-06-15,14317364,550,2,456,CF
TULSA,CF-2020-03447,2020-10-23,18202140,500,2,221,CF
TULSA,CF-2020-03450,2021-06-14,16566275,105,2,455,CF
TULSA,CF-2020-03451,2020-10-02,18263872,5,1,200,CF
TULSA,CF-2020-03452,2020-09-02,6413634,920,5,170,CF
TULSA,CF-2020-03458,2020-09-02,16814273,600,1,170,CF
TULSA,CF-2020-03464,2021-01-22,12077549,1220,4,312,CF
TULSA,CF-2020-03465,2021-03-31,6444434,250,1,380,CF
TULSA,CF-2020-03466,2020-11-30,18264347,800,2,259,CF
TULSA,CF-2020-03468,2021-07-08,18183103,1300,3,479,CF
TULSA,CF-2020-03470,2020-10-02,13276702,500,1,200,CF
TULSA,CF-2020-03471,2020-11-03,18265100,100,1,232,CF
TULSA,CF-2020-03473,2021-08-03,18265183,800,3,505,CF
TULSA,CF-2020-03478,2020-09-02,18265424,1125,4,170,CF
TULSA,CF-2020-03479,2020-09-02,6464533,500,1,170,CF
TULSA,CF-2020-03481,2020-10-02,14067434,850,4,200,CF
TULSA,CF-2020-03486,2021-03-31,6444434,250,1,380,CF
TULSA,CF-2020-03490,2021-02-01,18265855,100,1,322,CF
TULSA,CF-2020-03493,2021-02-03,18265998,1000,2,324,CF
TULSA,CF-2020-03496,2021-08-31,14864451,300,1,533,CF
TULSA,CF-2020-03510,2022-08-01,542658,1005,3,868,CF
TULSA,CF-2020-03512,2020-11-06,15060974,500,1,235,CF
TULSA,CF-2020-03515,2021-08-03,16317110,300,1,505,CF
TULSA,CF-2020-03518,2020-12-22,17822508,600,1,281,CF
TULSA,CF-2020-03520,2021-04-23,18268330,600,2,403,CF
TULSA,CF-2020-03521,2020-09-10,18268386,10000,1,178,CF
TULSA,CF-2020-03522,2020-11-12,6470297,200,1,241,CF
TULSA,CF-2020-03524,2021-05-13,18118850,500,1,423,CF
TULSA,CF-2020-03527,2021-03-31,18268518,125,2,380,CF
TULSA,CF-2020-03530,2020-09-18,7476045,300,2,186,CF
TULSA,CF-2020-03531,2020-10-27,18132523,250,1,225,CF
TULSA,CF-2020-03534,2020-11-05,18269523,50,1,234,CF
TULSA,CF-2020-03538,2020-09-09,18269963,250,1,177,CF
TULSA,CF-2020-03546,2021-09-09,16125943,160,2,542,CF
TULSA,CF-2020-03562,2021-12-17,9790466,131005,7,641,CF
TULSA,CF-2020-03565,2021-01-11,17513561,400,2,301,CF
TULSA,CF-2020-03570,2021-07-27,18271991,1500,3,498,CF
TULSA,CF-2020-03571,2022-01-31,6593443,500,1,686,CF
TULSA,CF-2020-03580,2021-08-13,16489154,500,1,515,CF
TULSA,CF-2020-03590,2021-01-28,15049299,450,3,318,CF
TULSA,CF-2020-03596,2020-11-23,18272561,80,3,252,CF
TULSA,CF-2020-03596,2021-12-06,18272561,80,3,630,CF
TULSA,CF-2020-03597,2020-09-09,18183644,2560,12,177,CF
TULSA,CF-2020-03598,2020-10-09,432708,1000,4,207,CF
TULSA,CF-2020-03599,2020-09-17,18272769,5000,1,185,CF
TULSA,CF-2020-03601,2020-09-28,8806267,40,4,196,CF
TULSA,CF-2020-03602,2021-02-24,15475837,500,1,345,CF
TULSA,CF-2020-03604,2020-09-28,17177104,600,2,196,CF
TULSA,CF-2020-03605,2021-07-13,17973542,500,1,484,CF
TULSA,CF-2020-03607,2021-10-25,18273792,1500,3,588,CF
TULSA,CF-2020-03608,2021-08-19,8850507,500,1,521,CF
TULSA,CF-2020-03611,2020-11-16,14802505,500,1,245,CF
TULSA,CF-2020-03613,2021-04-26,18275035,500,2,406,CF
TULSA,CF-2020-03616,2022-07-11,11494631,500,1,847,CF
TULSA,CF-2020-03619,2021-03-24,18275557,1500,3,373,CF
TULSA,CF-2020-03622,2021-09-27,18275579,300,1,560,CF
TULSA,CF-2020-03623,2021-01-15,18275594,500,1,305,CF
TULSA,CF-2020-03633,2020-09-16,14016007,600,1,184,CF
TULSA,CF-2020-03635,2021-03-01,15264165,150,1,350,CF
TULSA,CF-2020-03636,2021-04-08,16469821,250,1,388,CF
TULSA,CF-2020-03637,2020-10-30,13251179,300,2,228,CF
TULSA,CF-2020-03644,2021-06-10,16747811,2000,4,451,CF
TULSA,CF-2020-03649,2020-09-02,16814273,600,1,170,CF
TULSA,CF-2020-03662,2021-03-25,16072779,650,2,374,CF
TULSA,CF-2020-03664,2020-08-21,18238225,300,1,158,CF
TULSA,CF-2020-03667,2021-08-17,12396170,400,2,519,CF
TULSA,CF-2020-03676,2021-04-22,15912163,310,5,402,CF
TULSA,CF-2020-03677,2020-10-07,17961920,410,4,205,CF
TULSA,CF-2020-03678,2021-07-09,12393008,1500,6,480,CF
TULSA,CF-2020-03687,2020-09-24,15318171,10,1,192,CF
TULSA,CF-2020-03697,2021-03-22,448084,600,1,371,CF
TULSA,CF-2020-03701,2020-10-13,18279386,500,1,211,CF
TULSA,CF-2020-03701,2020-10-13,18279388,500,1,211,CF
TULSA,CF-2020-03702,2021-03-10,18279394,10,1,359,CF
TULSA,CF-2020-03705,2021-02-19,11110857,800,2,340,CF
TULSA,CF-2020-03706,2020-10-30,18279461,450,3,228,CF
TULSA,CF-2020-03709,2020-09-30,18279708,1200,2,198,CF
TULSA,CF-2020-03710,2021-04-19,18279786,5000,1,399,CF
TULSA,CF-2020-03718,2021-01-11,17700546,5600,2,301,CF
TULSA,CF-2020-03722,2020-10-09,18281010,210,3,207,CF
TULSA,CF-2020-03723,2020-11-23,18210777,550,2,252,CF
TULSA,CF-2020-03725,2020-10-16,18281033,1110,8,214,CF
TULSA,CF-2020-03729,2020-10-01,18281173,50,1,199,CF
TULSA,CF-2020-03734,2020-10-09,18281256,600,1,207,CF
TULSA,CF-2020-03741,2021-03-09,17850371,1925,8,358,CF
TULSA,CF-2020-03749,2020-12-04,16653407,400,2,263,CF
TULSA,CF-2020-03756,2020-10-27,18132523,250,1,225,CF
TULSA,CF-2020-03758,2022-08-08,18284113,200,1,875,CF
TULSA,CF-2020-03759,2021-06-10,12423352,500,1,451,CF
TULSA,CF-2020-03762,2020-12-04,18284134,750,3,263,CF
TULSA,CF-2020-03764,2021-02-19,11110857,1500,3,340,CF
TULSA,CF-2020-03765,2020-11-16,14077404,550,7,245,CF
TULSA,CF-2020-03766,2021-03-12,13055877,800,2,361,CF
TULSA,CF-2020-03767,2020-10-26,18284622,200,2,224,CF
TULSA,CF-2020-03772,2020-12-03,18285037,10,2,262,CF
TULSA,CF-2020-03774,2021-08-03,18265183,600,1,505,CF
TULSA,CF-2020-03775,2021-12-16,18285073,500,1,640,CF
TULSA,CF-2020-03777,2021-07-07,18285305,5,1,478,CF
TULSA,CF-2020-03778,2021-03-19,7447327,150,1,368,CF
TULSA,CF-2020-03779,2021-09-28,17799820,4200,7,561,CF
TULSA,CF-2020-03780,2020-10-22,18285588,600,3,220,CF
TULSA,CF-2020-03782,2021-07-26,17236462,250,1,497,CF
TULSA,CF-2020-03783,2020-12-16,15645689,55,2,275,CF
TULSA,CF-2020-03785,2020-10-23,18135474,750,2,221,CF
TULSA,CF-2020-03797,2021-05-27,18286911,600,2,437,CF
TULSA,CF-2020-03799,2020-11-09,18286944,1000,2,238,CF
TULSA,CF-2020-03805,2020-11-16,18287321,195,3,245,CF
TULSA,CF-2020-03809,2021-01-11,546907,550,2,301,CF
TULSA,CF-2020-03811,2020-10-01,18288706,100,1,199,CF
TULSA,CF-2020-03813,2020-10-12,6882417,600,3,210,CF
TULSA,CF-2020-03813,2021-03-15,13155935,6000,10,364,CF
TULSA,CF-2020-03815,2020-12-04,9352786,150,1,263,CF
TULSA,CF-2020-03818,2021-08-05,11528599,350,2,507,CF
TULSA,CF-2020-03825,2020-11-17,18289941,600,2,246,CF
TULSA,CF-2020-03826,2021-02-02,16908769,1200,2,323,CF
TULSA,CF-2020-03831,2020-10-02,18291179,500,1,200,CF
